,Time,House,School,Health_center,Church,Water_pump,Class_name
3842,20130610:0207,0.075,0.15,0.15,0.1,0.0,0
3843,20130610:0307,0.075,0.15,0.15,0.1,0.29,1
3844,20130610:0407,0.259,0.15,0.15,0.85,0.43,1
3845,20130610:0507,0.396,0.15,0.15,0.85,0.57,1
3846,20130610:0607,0.436,0.15,0.46,0.5,0.71,1
3847,20130610:0707,0.396,0.3,0.92,0.1,0.86,1
3848,20130610:0807,0.332,0.3,0.92,0.1,1.0,1
3849,20130610:0907,0.341,0.3,1.0,0.1,1.0,1
3850,20130610:1007,0.392,0.3,1.0,0.1,1.0,1
3851,20130610:1107,0.422,0.3,1.0,1.0,0.86,1
3852,20130610:1207,0.547,0.3,1.0,1.0,0.71,1
3853,20130610:1307,0.411,0.3,1.0,1.0,0.71,1
3854,20130610:1407,0.331,0.3,1.0,0.5,0.86,1
3855,20130610:1507,0.314,0.3,1.0,1.0,0.86,1
3856,20130610:1607,0.324,0.3,0.85,1.0,1.0,1
3857,20130610:1707,0.521,0.15,0.31,0.5,1.0,1
3858,20130610:1807,0.975,0.15,0.15,1.0,0.71,1
3859,20130610:1907,0.795,0.15,0.15,1.0,0.57,1
3860,20130610:2007,0.536,0.15,0.15,0.1,0.29,1
3861,20130610:2107,0.381,0.15,0.15,0.1,0.14,1
3862,20130610:2207,0.238,0.15,0.15,0.1,0.14,1
3863,20130610:2307,0.162,0.15,0.15,0.1,0.14,1
3864,20130611:0007,0.0,0.15,0.15,0.1,0.14,0
3865,20130611:0107,0.075,0.15,0.15,0.1,0.14,1
3866,20130611:0207,0.075,0.15,0.15,0.1,0.14,1
3867,20130611:0307,0.075,0.15,0.15,0.1,0.29,1
3868,20130611:0407,0.259,0.0,0.15,0.85,0.43,0
3869,20130611:0507,0.396,0.15,0.15,0.85,0.57,1
3870,20130611:0607,0.436,0.15,0.46,0.5,0.71,1
3871,20130611:0707,0.396,0.3,0.92,0.1,0.86,1
3872,20130611:0807,0.332,0.3,0.92,0.1,1.0,1
3873,20130611:0907,0.341,0.3,1.0,0.1,1.0,1
3874,20130611:1007,0.392,0.3,1.0,0.1,1.0,1
3875,20130611:1107,0.422,0.3,1.0,1.0,0.86,1
3876,20130611:1207,0.547,0.3,1.0,1.0,0.71,1
3877,20130611:1307,0.411,0.3,1.0,1.0,0.71,1
3878,20130611:1407,0.331,0.3,1.0,0.5,0.86,1
3879,20130611:1507,0.314,0.3,1.0,1.0,0.86,1
3880,20130611:1607,0.324,0.3,0.85,1.0,1.0,1
3881,20130611:1707,0.521,0.15,0.31,0.5,1.0,1
3882,20130611:1807,0.975,0.15,0.15,1.0,0.71,1
3883,20130611:1907,0.795,0.15,0.15,1.0,0.57,1
3884,20130611:2007,0.536,0.15,0.15,0.1,0.29,1
3885,20130611:2107,0.381,0.15,0.15,0.1,0.14,1
3886,20130611:2207,0.238,0.15,0.15,0.1,0.14,1
3887,20130611:2307,0.162,0.15,0.15,0.1,0.14,1
3888,20130612:0007,0.087,0.15,0.15,0.1,0.14,1
3889,20130612:0107,0.075,0.15,0.15,0.1,0.14,1
3890,20130612:0207,0.075,0.15,0.15,0.1,0.14,1
3891,20130612:0307,0.075,0.15,0.15,0.1,0.29,1
3892,20130612:0407,0.259,0.15,0.15,0.85,0.43,1
3893,20130612:0507,0.396,0.15,0.15,0.85,0.57,1
3894,20130612:0607,0.436,0.15,0.46,0.5,0.71,1
3895,20130612:0707,0.396,0.3,0.92,0.1,0.86,1
3896,20130612:0807,0.332,0.3,0.92,0.1,1.0,1
3897,20130612:0907,0.341,0.3,1.0,0.1,1.0,1
3898,20130612:1007,0.392,0.3,1.0,0.1,1.0,1
3899,20130612:1107,0.422,0.3,1.0,1.0,0.86,1
3900,20130612:1207,0.547,0.3,1.0,1.0,0.71,1
3901,20130612:1307,0.411,0.3,1.0,1.0,0.71,1
3902,20130612:1407,0.331,0.3,1.0,0.5,0.86,1
3903,20130612:1507,0.314,0.3,1.0,1.0,0.86,1
3904,20130612:1607,0.324,0.3,0.85,1.0,1.0,1
3905,20130612:1707,0.521,0.0,0.31,0.5,1.0,0
3906,20130612:1807,0.975,0.15,0.15,1.0,0.71,1
3907,20130612:1907,0.795,0.15,0.15,1.0,0.57,1
3908,20130612:2007,0.536,0.15,0.15,0.1,0.29,1
3909,20130612:2107,0.381,0.15,0.15,0.1,0.14,1
3910,20130612:2207,0.238,0.15,0.15,0.1,0.14,1
3911,20130612:2307,0.162,0.15,0.15,0.1,0.14,1
3912,20130613:0007,0.087,0.15,0.15,0.1,0.14,1
3913,20130613:0107,0.075,0.15,0.15,0.1,0.14,1
3914,20130613:0207,0.075,0.15,0.15,0.1,0.14,1
3915,20130613:0307,0.075,0.15,0.15,0.0,0.29,0
3916,20130613:0407,0.259,0.15,0.15,0.85,0.43,1
3917,20130613:0507,0.396,0.15,0.15,0.85,0.57,1
3918,20130613:0607,0.436,0.15,0.46,0.5,0.71,1
3919,20130613:0707,0.396,0.3,0.92,0.1,0.86,1
3920,20130613:0807,0.332,0.3,0.92,0.1,1.0,1
3921,20130613:0907,0.341,0.3,1.0,0.1,1.0,1
3922,20130613:1007,0.392,0.3,1.0,0.1,1.0,1
3923,20130613:1107,0.422,0.3,1.0,1.0,0.86,1
3924,20130613:1207,0.547,0.3,1.0,1.0,0.71,1
3925,20130613:1307,0.411,0.3,1.0,1.0,0.71,1
3926,20130613:1407,0.331,0.3,1.0,0.5,0.86,1
3927,20130613:1507,0.314,0.3,1.0,1.0,0.86,1
3928,20130613:1607,0.324,0.3,0.85,1.0,1.0,1
3929,20130613:1707,0.521,0.15,0.31,0.5,1.0,1
3930,20130613:1807,0.975,0.15,0.15,1.0,0.71,1
3931,20130613:1907,0.795,0.15,0.15,1.0,0.57,1
3932,20130613:2007,0.536,0.15,0.15,0.1,0.29,1
3933,20130613:2107,0.381,0.15,0.15,0.1,0.14,1
3934,20130613:2207,0.238,0.15,0.15,0.1,0.14,1
3935,20130613:2307,0.162,0.15,0.15,0.1,0.14,1
3936,20130614:0007,0.087,0.15,0.15,0.1,0.14,1
3937,20130614:0107,0.075,0.15,0.15,0.1,0.14,1
3938,20130614:0207,0.075,0.15,0.15,0.1,0.14,1
3939,20130614:0307,0.075,0.15,0.15,0.1,0.29,1
3940,20130614:0407,0.259,0.15,0.15,0.85,0.43,1
3941,20130614:0507,0.396,0.15,0.15,0.85,0.57,1
3942,20130614:0607,0.436,0.15,0.46,0.5,0.71,1
3943,20130614:0707,0.396,0.3,0.92,0.1,0.86,1
3944,20130614:0807,0.332,0.3,0.92,0.1,1.0,1
3945,20130614:0907,0.341,0.3,1.0,0.1,1.0,1
3946,20130614:1007,0.392,0.3,1.0,0.1,1.0,1
3947,20130614:1107,0.422,0.3,1.0,1.0,0.86,1
3948,20130614:1207,0.547,0.3,1.0,1.0,0.71,1
3949,20130614:1307,0.411,0.3,1.0,1.0,0.71,1
3950,20130614:1407,0.331,0.3,1.0,0.5,0.86,1
3951,20130614:1507,0.314,0.3,1.0,1.0,0.86,1
3952,20130614:1607,0.324,0.3,0.85,1.0,1.0,1
3953,20130614:1707,0.521,0.15,0.31,0.5,1.0,1
3954,20130614:1807,0.975,0.15,0.15,1.0,0.71,1
3955,20130614:1907,0.795,0.15,0.15,1.0,0.57,1
3956,20130614:2007,0.536,0.15,0.15,0.1,0.29,1
3957,20130614:2107,0.381,0.15,0.15,0.1,0.14,1
3958,20130614:2207,0.238,0.15,0.15,0.1,0.14,1
3959,20130614:2307,0.162,0.15,0.15,0.0,0.14,0
3960,20130615:0007,0.087,0.15,0.15,0.1,0.14,1
3961,20130615:0107,0.075,0.15,0.15,0.1,0.14,1
3962,20130615:0207,0.075,0.15,0.15,0.1,0.14,1
3963,20130615:0307,0.075,0.15,0.15,0.1,0.29,1
3964,20130615:0407,0.259,0.15,0.15,0.85,0.43,1
3965,20130615:0507,0.396,0.15,0.15,0.85,0.57,1
3966,20130615:0607,0.436,0.15,0.46,0.5,0.71,1
3967,20130615:0707,0.396,0.3,0.92,0.1,0.86,1
3968,20130615:0807,0.332,0.3,0.92,0.1,1.0,1
3969,20130615:0907,0.341,0.3,1.0,0.1,1.0,1
3970,20130615:1007,0.392,0.3,1.0,0.1,1.0,1
3971,20130615:1107,0.422,0.3,1.0,1.0,0.86,1
3972,20130615:1207,0.547,0.3,1.0,1.0,0.71,1
3973,20130615:1307,0.411,0.3,1.0,1.0,0.71,1
3974,20130615:1407,0.0,0.3,1.0,0.5,0.86,0
3975,20130615:1507,0.314,0.3,1.0,1.0,0.86,1
3976,20130615:1607,0.324,0.3,0.85,1.0,1.0,1
3977,20130615:1707,0.521,0.15,0.31,0.5,1.0,1
3978,20130615:1807,0.975,0.15,0.15,1.0,0.71,1
3979,20130615:1907,0.795,0.15,0.15,1.0,0.57,1
3980,20130615:2007,0.536,0.15,0.15,0.1,0.29,1
3981,20130615:2107,0.381,0.15,0.15,0.1,0.14,1
3982,20130615:2207,0.238,0.15,0.15,0.1,0.14,1
3983,20130615:2307,0.162,0.15,0.15,0.1,0.14,1
3984,20130616:0007,0.087,0.15,0.15,0.1,0.14,1
3985,20130616:0107,0.075,0.15,0.15,0.1,0.14,1
3986,20130616:0207,0.075,0.15,0.15,0.1,0.14,1
3987,20130616:0307,0.0,0.15,0.15,0.1,0.29,0
3988,20130616:0407,0.259,0.15,0.15,0.85,0.43,1
3989,20130616:0507,0.396,0.15,0.15,0.85,0.57,1
3990,20130616:0607,0.436,0.15,0.46,0.5,0.71,1
3991,20130616:0707,0.396,0.3,0.92,0.1,0.86,1
3992,20130616:0807,0.332,0.3,0.92,0.1,1.0,1
3993,20130616:0907,0.341,0.3,1.0,0.1,1.0,1
3994,20130616:1007,0.392,0.3,1.0,0.1,1.0,1
3995,20130616:1107,0.422,0.3,1.0,1.0,0.86,1
3996,20130616:1207,0.547,0.3,1.0,1.0,0.71,1
3997,20130616:1307,0.411,0.3,1.0,1.0,0.71,1
3998,20130616:1407,0.331,0.3,1.0,0.5,0.86,1
3999,20130616:1507,0.314,0.3,1.0,1.0,0.86,1
4000,20130616:1607,0.324,0.3,0.85,1.0,1.0,1
4001,20130616:1707,0.521,0.15,0.31,0.5,1.0,1
4002,20130616:1807,0.975,0.15,0.15,1.0,0.71,1
4003,20130616:1907,0.795,0.15,0.15,1.0,0.57,1
4004,20130616:2007,0.536,0.15,0.15,0.1,0.29,1
4005,20130616:2107,0.381,0.15,0.15,0.1,0.14,1
4006,20130616:2207,0.238,0.15,0.15,0.1,0.14,1
4007,20130616:2307,0.162,0.15,0.15,0.1,0.14,1
4008,20130617:0007,0.087,0.15,0.15,0.1,0.14,1
4009,20130617:0107,0.075,0.15,0.15,0.1,0.14,1
4010,20130617:0207,0.075,0.15,0.15,0.1,0.14,1
4011,20130617:0307,0.075,0.15,0.15,0.1,0.29,1
4012,20130617:0407,0.259,0.15,0.15,0.85,0.43,1
4013,20130617:0507,0.396,0.15,0.15,0.85,0.57,1
4014,20130617:0607,0.436,0.15,0.46,0.5,0.71,1
4015,20130617:0707,0.396,0.3,0.92,0.1,0.86,1
4016,20130617:0807,0.332,0.3,0.92,0.1,1.0,1
4017,20130617:0907,0.341,0.3,1.0,0.1,1.0,1
4018,20130617:1007,0.392,0.3,1.0,0.1,1.0,1
4019,20130617:1107,0.422,0.3,1.0,1.0,0.86,1
4020,20130617:1207,0.547,0.3,1.0,1.0,0.71,1
4021,20130617:1307,0.411,0.3,1.0,1.0,0.71,1
4022,20130617:1407,0.331,0.3,1.0,0.5,0.86,1
4023,20130617:1507,0.314,0.3,1.0,1.0,0.86,1
4024,20130617:1607,0.324,0.3,0.85,1.0,1.0,1
4025,20130617:1707,0.521,0.15,0.31,0.5,1.0,1
4026,20130617:1807,0.975,0.15,0.15,1.0,0.71,1
4027,20130617:1907,0.795,0.15,0.15,1.0,0.57,1
4028,20130617:2007,0.536,0.15,0.15,0.1,0.29,1
4029,20130617:2107,0.381,0.15,0.15,0.1,0.14,1
4030,20130617:2207,0.238,0.15,0.15,0.1,0.14,1
4031,20130617:2307,0.162,0.15,0.15,0.1,0.14,1
4032,20130618:0007,0.087,0.15,0.15,0.1,0.14,1
4033,20130618:0107,0.075,0.15,0.15,0.1,0.14,1
4034,20130618:0207,0.075,0.15,0.15,0.1,0.0,0
4035,20130618:0307,0.075,0.15,0.15,0.1,0.29,1
4036,20130618:0407,0.259,0.15,0.15,0.85,0.43,1
4037,20130618:0507,0.396,0.15,0.15,0.85,0.57,1
4038,20130618:0607,0.436,0.15,0.46,0.5,0.71,1
4039,20130618:0707,0.396,0.3,0.92,0.1,0.86,1
4040,20130618:0807,0.332,0.3,0.92,0.1,1.0,1
4041,20130618:0907,0.341,0.3,1.0,0.1,1.0,1
4042,20130618:1007,0.392,0.3,1.0,0.1,1.0,1
4043,20130618:1107,0.422,0.3,1.0,1.0,0.86,1
4044,20130618:1207,0.547,0.0,1.0,1.0,0.71,0
4045,20130618:1307,0.411,0.3,1.0,1.0,0.71,1
4046,20130618:1407,0.331,0.3,1.0,0.5,0.86,1
4047,20130618:1507,0.314,0.3,1.0,1.0,0.86,1
4048,20130618:1607,0.324,0.3,0.85,1.0,1.0,1
4049,20130618:1707,0.521,0.15,0.31,0.5,1.0,1
4050,20130618:1807,0.975,0.15,0.15,1.0,0.71,1
4051,20130618:1907,0.795,0.15,0.15,1.0,0.57,1
4052,20130618:2007,0.536,0.15,0.15,0.1,0.29,1
4053,20130618:2107,0.381,0.15,0.15,0.1,0.14,1
4054,20130618:2207,0.238,0.15,0.15,0.1,0.14,1
4055,20130618:2307,0.162,0.15,0.15,0.1,0.14,1
4056,20130619:0007,0.087,0.15,0.15,0.1,0.14,1
4057,20130619:0107,0.075,0.15,0.15,0.1,0.14,1
4058,20130619:0207,0.075,0.15,0.15,0.1,0.14,1
4059,20130619:0307,0.075,0.15,0.15,0.1,0.29,1
4060,20130619:0407,0.259,0.15,0.15,0.85,0.43,1
4061,20130619:0507,0.396,0.15,0.15,0.85,0.57,1
4062,20130619:0607,0.436,0.15,0.46,0.5,0.71,1
4063,20130619:0707,0.396,0.3,0.92,0.1,0.86,1
4064,20130619:0807,0.332,0.3,0.92,0.1,1.0,1
4065,20130619:0907,0.341,0.3,1.0,0.1,1.0,1
4066,20130619:1007,0.392,0.3,1.0,0.1,1.0,1
4067,20130619:1107,0.422,0.3,1.0,1.0,0.86,1
4068,20130619:1207,0.547,0.3,1.0,1.0,0.71,1
4069,20130619:1307,0.411,0.3,1.0,1.0,0.71,1
4070,20130619:1407,0.331,0.3,1.0,0.5,0.86,1
4071,20130619:1507,0.314,0.3,1.0,1.0,0.86,1
4072,20130619:1607,0.324,0.3,0.0,1.0,1.0,0
4073,20130619:1707,0.521,0.15,0.31,0.5,1.0,1
4074,20130619:1807,0.975,0.15,0.15,1.0,0.71,1
4075,20130619:1907,0.795,0.15,0.15,1.0,0.57,1
4076,20130619:2007,0.536,0.15,0.15,0.1,0.29,1
4077,20130619:2107,0.381,0.15,0.15,0.1,0.14,1
4078,20130619:2207,0.238,0.15,0.15,0.1,0.14,1
4079,20130619:2307,0.162,0.15,0.15,0.1,0.14,1
4080,20130620:0007,0.087,0.15,0.15,0.1,0.14,1
4081,20130620:0107,0.075,0.15,0.15,0.1,0.14,1
4082,20130620:0207,0.075,0.15,0.15,0.1,0.14,1
4083,20130620:0307,0.075,0.15,0.0,0.1,0.29,0
4084,20130620:0407,0.259,0.15,0.15,0.85,0.43,1
4085,20130620:0507,0.396,0.15,0.15,0.85,0.57,1
4086,20130620:0607,0.436,0.15,0.46,0.5,0.71,1
4087,20130620:0707,0.396,0.3,0.92,0.1,0.86,1
4088,20130620:0807,0.332,0.3,0.92,0.1,1.0,1
4089,20130620:0907,0.341,0.3,1.0,0.1,1.0,1
4090,20130620:1007,0.392,0.3,1.0,0.1,1.0,1
4091,20130620:1107,0.422,0.3,1.0,1.0,0.86,1
4092,20130620:1207,0.547,0.3,1.0,1.0,0.71,1
4093,20130620:1307,0.411,0.3,1.0,1.0,0.71,1
4094,20130620:1407,0.331,0.3,1.0,0.5,0.86,1
4095,20130620:1507,0.314,0.3,1.0,1.0,0.86,1
4096,20130620:1607,0.324,0.3,0.85,1.0,1.0,1
4097,20130620:1707,0.521,0.15,0.31,0.5,1.0,1
4098,20130620:1807,0.975,0.15,0.15,1.0,0.71,1
4099,20130620:1907,0.795,0.15,0.15,1.0,0.57,1
4100,20130620:2007,0.536,0.15,0.15,0.1,0.29,1
4101,20130620:2107,0.381,0.15,0.15,0.1,0.14,1
4102,20130620:2207,0.238,0.15,0.15,0.1,0.14,1
4103,20130620:2307,0.162,0.15,0.15,0.1,0.14,1
4104,20130621:0007,0.087,0.15,0.15,0.1,0.14,1
4105,20130621:0107,0.075,0.15,0.15,0.1,0.14,1
4106,20130621:0207,0.075,0.15,0.15,0.1,0.14,1
4107,20130621:0307,0.075,0.15,0.15,0.1,0.29,1
4108,20130621:0407,0.259,0.15,0.15,0.85,0.43,1
4109,20130621:0507,0.396,0.15,0.15,0.85,0.57,1
4110,20130621:0607,0.436,0.15,0.46,0.5,0.71,1
4111,20130621:0707,0.396,0.3,0.92,0.1,0.86,1
4112,20130621:0807,0.332,0.3,0.92,0.1,1.0,1
4113,20130621:0907,0.341,0.3,1.0,0.1,1.0,1
4114,20130621:1007,0.392,0.3,1.0,0.1,1.0,1
4115,20130621:1107,0.422,0.3,1.0,1.0,0.86,1
4116,20130621:1207,0.547,0.3,1.0,1.0,0.71,1
4117,20130621:1307,0.411,0.3,1.0,1.0,0.71,1
4118,20130621:1407,0.331,0.3,1.0,0.5,0.86,1
4119,20130621:1507,0.314,0.3,1.0,1.0,0.86,1
4120,20130621:1607,0.324,0.3,0.85,1.0,1.0,1
4121,20130621:1707,0.521,0.15,0.31,0.5,1.0,1
4122,20130621:1807,0.975,0.15,0.15,1.0,0.71,1
4123,20130621:1907,0.795,0.15,0.15,1.0,0.57,1
4124,20130621:2007,0.536,0.15,0.15,0.1,0.29,1
4125,20130621:2107,0.381,0.15,0.15,0.1,0.14,1
4126,20130621:2207,0.238,0.15,0.15,0.1,0.14,1
4127,20130621:2307,0.162,0.15,0.15,0.1,0.14,1
4128,20130622:0007,0.087,0.15,0.15,0.1,0.14,1
4129,20130622:0107,0.075,0.15,0.15,0.1,0.14,1
4130,20130622:0207,0.075,0.15,0.15,0.1,0.14,1
4131,20130622:0307,0.075,0.15,0.15,0.1,0.29,1
4132,20130622:0407,0.259,0.15,0.15,0.85,0.43,1
4133,20130622:0507,0.396,0.15,0.15,0.85,0.57,1
4134,20130622:0607,0.436,0.15,0.46,0.5,0.71,1
4135,20130622:0707,0.396,0.3,0.92,0.1,0.86,1
4136,20130622:0807,0.332,0.3,0.92,0.1,1.0,1
4137,20130622:0907,0.341,0.3,1.0,0.1,1.0,1
4138,20130622:1007,0.392,0.3,1.0,0.1,1.0,1
4139,20130622:1107,0.422,0.3,1.0,1.0,0.86,1
4140,20130622:1207,0.547,0.3,0.0,1.0,0.71,0
4141,20130622:1307,0.411,0.3,1.0,0.0,0.71,0
4142,20130622:1407,0.331,0.3,1.0,0.5,0.86,1
4143,20130622:1507,0.314,0.3,1.0,1.0,0.86,1
4144,20130622:1607,0.324,0.3,0.85,1.0,1.0,1
4145,20130622:1707,0.521,0.15,0.31,0.5,1.0,1
4146,20130622:1807,0.975,0.15,0.15,1.0,0.71,1
4147,20130622:1907,0.795,0.15,0.15,1.0,0.57,1
4148,20130622:2007,0.536,0.15,0.15,0.1,0.29,1
4149,20130622:2107,0.381,0.15,0.15,0.1,0.14,1
4150,20130622:2207,0.238,0.15,0.15,0.1,0.14,1
4151,20130622:2307,0.162,0.15,0.15,0.1,0.14,1
4152,20130623:0007,0.087,0.15,0.15,0.1,0.14,1
4153,20130623:0107,0.075,0.15,0.15,0.1,0.14,1
4154,20130623:0207,0.075,0.15,0.15,0.1,0.14,1
4155,20130623:0307,0.075,0.15,0.15,0.1,0.29,1
4156,20130623:0407,0.259,0.15,0.15,0.85,0.43,1
4157,20130623:0507,0.396,0.15,0.15,0.85,0.57,1
4158,20130623:0607,0.436,0.15,0.46,0.5,0.71,1
4159,20130623:0707,0.396,0.3,0.92,0.1,0.86,1
4160,20130623:0807,0.332,0.3,0.92,0.1,1.0,1
4161,20130623:0907,0.341,0.3,1.0,0.1,1.0,1
4162,20130623:1007,0.392,0.3,1.0,0.1,1.0,1
4163,20130623:1107,0.422,0.3,1.0,1.0,0.86,1
4164,20130623:1207,0.547,0.3,1.0,1.0,0.71,1
4165,20130623:1307,0.411,0.3,1.0,1.0,0.71,1
4166,20130623:1407,0.331,0.3,1.0,0.5,0.86,1
4167,20130623:1507,0.314,0.3,1.0,1.0,0.86,1
4168,20130623:1607,0.324,0.3,0.85,1.0,1.0,1
4169,20130623:1707,0.521,0.15,0.31,0.5,1.0,1
4170,20130623:1807,0.975,0.15,0.15,1.0,0.71,1
4171,20130623:1907,0.795,0.15,0.15,1.0,0.57,1
4172,20130623:2007,0.536,0.15,0.15,0.1,0.29,1
4173,20130623:2107,0.381,0.15,0.15,0.1,0.14,1
4174,20130623:2207,0.238,0.15,0.15,0.1,0.14,1
4175,20130623:2307,0.162,0.15,0.15,0.1,0.14,1
4176,20130624:0007,0.087,0.15,0.15,0.1,0.14,1
4177,20130624:0107,0.075,0.15,0.15,0.1,0.14,1
4178,20130624:0207,0.075,0.15,0.15,0.1,0.14,1
4179,20130624:0307,0.075,0.15,0.15,0.1,0.29,1
4180,20130624:0407,0.259,0.15,0.15,0.85,0.43,1
4181,20130624:0507,0.396,0.15,0.15,0.85,0.57,1
4182,20130624:0607,0.436,0.15,0.46,0.5,0.71,1
4183,20130624:0707,0.396,0.3,0.92,0.1,0.86,1
4184,20130624:0807,0.332,0.3,0.92,0.1,1.0,1
4185,20130624:0907,0.341,0.3,1.0,0.0,1.0,0
4186,20130624:1007,0.392,0.3,1.0,0.1,1.0,1
4187,20130624:1107,0.422,0.3,1.0,0.0,0.86,0
4188,20130624:1207,0.547,0.3,1.0,1.0,0.71,1
4189,20130624:1307,0.411,0.3,1.0,1.0,0.71,1
4190,20130624:1407,0.331,0.3,1.0,0.5,0.86,1
4191,20130624:1507,0.314,0.3,1.0,1.0,0.86,1
4192,20130624:1607,0.324,0.3,0.85,1.0,1.0,1
4193,20130624:1707,0.521,0.15,0.31,0.5,1.0,1
4194,20130624:1807,0.975,0.15,0.15,1.0,0.71,1
4195,20130624:1907,0.795,0.15,0.15,1.0,0.57,1
4196,20130624:2007,0.536,0.15,0.15,0.1,0.0,0
4197,20130624:2107,0.381,0.15,0.15,0.1,0.14,1
4198,20130624:2207,0.238,0.15,0.15,0.1,0.14,1
4199,20130624:2307,0.162,0.15,0.15,0.1,0.14,1
4200,20130625:0007,0.087,0.15,0.15,0.1,0.14,1
4201,20130625:0107,0.075,0.15,0.15,0.1,0.14,1
4202,20130625:0207,0.075,0.15,0.15,0.1,0.14,1
4203,20130625:0307,0.0,0.15,0.15,0.1,0.29,0
4204,20130625:0407,0.259,0.15,0.15,0.85,0.43,1
4205,20130625:0507,0.396,0.15,0.15,0.85,0.57,1
4206,20130625:0607,0.436,0.15,0.46,0.5,0.71,1
4207,20130625:0707,0.396,0.3,0.92,0.1,0.86,1
4208,20130625:0807,0.332,0.3,0.92,0.1,1.0,1
4209,20130625:0907,0.341,0.3,1.0,0.1,1.0,1
4210,20130625:1007,0.392,0.3,1.0,0.1,1.0,1
4211,20130625:1107,0.422,0.3,1.0,1.0,0.86,1
4212,20130625:1207,0.547,0.3,1.0,1.0,0.71,1
4213,20130625:1307,0.411,0.3,1.0,1.0,0.71,1
4214,20130625:1407,0.331,0.3,1.0,0.5,0.86,1
4215,20130625:1507,0.314,0.3,1.0,1.0,0.86,1
4216,20130625:1607,0.324,0.3,0.85,1.0,1.0,1
4217,20130625:1707,0.521,0.15,0.31,0.5,1.0,1
4218,20130625:1807,0.975,0.15,0.15,1.0,0.71,1
4219,20130625:1907,0.795,0.15,0.15,1.0,0.57,1
4220,20130625:2007,0.536,0.15,0.15,0.1,0.29,1
4221,20130625:2107,0.381,0.15,0.15,0.1,0.14,1
4222,20130625:2207,0.238,0.15,0.15,0.0,0.14,0
4223,20130625:2307,0.162,0.15,0.15,0.1,0.14,1
4224,20130626:0007,0.087,0.15,0.15,0.1,0.14,1
4225,20130626:0107,0.075,0.15,0.15,0.1,0.14,1
4226,20130626:0207,0.075,0.15,0.15,0.1,0.14,1
4227,20130626:0307,0.075,0.15,0.15,0.1,0.29,1
4228,20130626:0407,0.259,0.15,0.15,0.85,0.43,1
4229,20130626:0507,0.396,0.15,0.15,0.85,0.57,1
4230,20130626:0607,0.436,0.15,0.46,0.5,0.71,1
4231,20130626:0707,0.396,0.3,0.92,0.1,0.86,1
4232,20130626:0807,0.332,0.3,0.92,0.1,1.0,1
4233,20130626:0907,0.341,0.3,1.0,0.1,1.0,1
4234,20130626:1007,0.392,0.3,1.0,0.1,1.0,1
4235,20130626:1107,0.422,0.3,1.0,1.0,0.86,1
4236,20130626:1207,0.547,0.3,1.0,0.0,0.71,0
4237,20130626:1307,0.411,0.3,1.0,1.0,0.71,1
4238,20130626:1407,0.331,0.3,1.0,0.0,0.86,0
4239,20130626:1507,0.314,0.3,1.0,1.0,0.86,1
4240,20130626:1607,0.324,0.3,0.85,1.0,1.0,1
4241,20130626:1707,0.521,0.15,0.31,0.5,1.0,1
4242,20130626:1807,0.975,0.15,0.15,1.0,0.71,1
4243,20130626:1907,0.795,0.15,0.15,1.0,0.57,1
4244,20130626:2007,0.0,0.15,0.15,0.1,0.29,0
4245,20130626:2107,0.381,0.15,0.15,0.1,0.14,1
4246,20130626:2207,0.238,0.15,0.15,0.1,0.14,1
4247,20130626:2307,0.162,0.15,0.15,0.1,0.14,1
4248,20130627:0007,0.087,0.15,0.15,0.1,0.14,1
4249,20130627:0107,0.075,0.15,0.15,0.1,0.14,1
4250,20130627:0207,0.075,0.15,0.15,0.1,0.14,1
4251,20130627:0307,0.075,0.15,0.15,0.1,0.29,1
4252,20130627:0407,0.259,0.15,0.15,0.85,0.43,1
4253,20130627:0507,0.396,0.15,0.15,0.85,0.57,1
4254,20130627:0607,0.436,0.15,0.46,0.5,0.71,1
4255,20130627:0707,0.396,0.3,0.92,0.1,0.86,1
4256,20130627:0807,0.332,0.3,0.92,0.1,1.0,1
4257,20130627:0907,0.341,0.3,1.0,0.1,1.0,1
4258,20130627:1007,0.392,0.3,1.0,0.1,1.0,1
4259,20130627:1107,0.422,0.3,1.0,1.0,0.86,1
4260,20130627:1207,0.547,0.3,1.0,1.0,0.71,1
4261,20130627:1307,0.411,0.3,1.0,1.0,0.71,1
4262,20130627:1407,0.331,0.3,1.0,0.5,0.86,1
4263,20130627:1507,0.314,0.3,1.0,1.0,0.86,1
4264,20130627:1607,0.324,0.3,0.85,1.0,1.0,1
4265,20130627:1707,0.521,0.15,0.31,0.5,1.0,1
4266,20130627:1807,0.975,0.15,0.15,1.0,0.71,1
4267,20130627:1907,0.795,0.15,0.15,1.0,0.57,1
4268,20130627:2007,0.536,0.15,0.15,0.1,0.29,1
4269,20130627:2107,0.381,0.15,0.15,0.1,0.14,1
4270,20130627:2207,0.238,0.15,0.15,0.1,0.14,1
4271,20130627:2307,0.162,0.15,0.15,0.1,0.14,1
4272,20130628:0007,0.087,0.15,0.15,0.1,0.14,1
4273,20130628:0107,0.075,0.15,0.15,0.1,0.14,1
4274,20130628:0207,0.075,0.15,0.15,0.1,0.14,1
4275,20130628:0307,0.075,0.15,0.15,0.1,0.29,1
4276,20130628:0407,0.259,0.15,0.15,0.85,0.43,1
4277,20130628:0507,0.396,0.15,0.15,0.85,0.57,1
